Set,Sentence1,Sentence2,Label,id,predicted,error_type
train,"Research published in 2010 by economists Joseph Sabia and Richard Burkhauser concluded that if the federal minimum wage were increased from $ 7.25 an hour to $ 9.50 an hour ( remember that the president ’s proposal is to increase the minimum wage to $ 9 per hour ) , only 11.3 % of workers who would gain from the increase belong to poor households .",minimum wage,CON,17551,CON,correct
test,Crime was more common at that time than it is now .,death penalty,CON,10615,PRO,flipped
train,"There , 1920s legislation required a permit for concealed carry of a firearm , required dealers to report handgun sales to the state , and imposed a one-day waiting period for handgun sales .",gun control,PRO,11144,CON,flipped
train,The mother very much wanted the baby .,abortion,CON,2431,NEU,neutralized
train,The representative of Uganda said that her country had voted in favour of the Declaration because it opposed the destruction of human embryos and believed in the protection of human dignity .,cloning,CON,6914,NEU,neutralized
dev,So i think that we should not wear school unifrom at all .,school uniforms,CON,23577,PRO,flipped
test,No civilian ’s job description should include killing another person .,death penalty,CON,8184,PRO,flipped
train,"At the very least , the argument concludes , SCNT should be allowed for research and therapeutic purposes ( Devolder and Savulescu , 2006 ; American Medical Association , 2003 ; Maas , 2001 ) .",cloning,PRO,4203,NEU,neutralized
test,49 % of all pregnancies among American women are unintended .,abortion,PRO,1774,CON,flipped
train,Geduldig was decided at the dawn of the Court ’s sex discrimination case law and at the dawn of the Court ’s modern substantive due process jurispru­dence .,abortion,NEU,947,CON,polarized
dev,But what about [ insert horrible despot here ] : surely they should be executed ?,death penalty,PRO,8768,PRO,correct
train,How many senseless acts of violence in our streets or tragedies in our communities will it take to get our nation to stop caving to special interests like the NRA when people are dying ?,gun control,PRO,11124,CON,flipped
train,"For example , higher wages tend to reduce turnover , so employers will save on hiring and training new employees .",minimum wage,PRO,18551,PRO,correct
train,"REBUT : Obviously if/when weed becomes legal , it will be illegal to drive high , like Texting , and like drinking , or pills , etc .",marijuana legalization,PRO,14666,NEU,neutralized
train,"Young kids are killed or sent to prison for the rest of their lives with no chance to get out , for being at the wrong place at the wrong time .",death penalty,NEU,9860,PRO,polarized
test,You really should get your facts straight before posting something like that .,nuclear energy,NEU,20496,CON,polarized
train,Minimum wage laws receive less support from economists than from the general public .,minimum wage,CON,17276,PRO,flipped
train,Why was the nuclear option taken ?,nuclear energy,NEU,19368,PRO,polarized
train,Who is to say that it is not God ’s will that we clone ourselves ?,cloning,PRO,5767,CON,flipped
train,"The answer appears to be "" no . """,death penalty,NEU,8921,CON,polarized
train,"Writing for four Justices in Gonzales v. Carhart , 18 Justice Ginsburg insisted that “ legal challenges to un­due restrictions on abortion procedures do not seek to vindicate some gen­eralized notion of privacy ; rather , they center on a woman ’s autonomy to determine her life ’s course , and thus to enjoy equal citizenship stature . ”",abortion,PRO,1198,PRO,correct
train,"Case in point : at least fifty-four percent of Americans support very strict gun laws , with that number rising to a whopping ninety-one percent ( LINK 6 ) when it comes to common-sense stuff like required background checks .",gun control,PRO,13369,PRO,correct
train,The most important one is the virtual certainty that genuinely innocent people will be executed and that there is no possible way of compensating them for this miscarriage of justice .,death penalty,CON,10255,PRO,flipped
train,"The real social science on this , published in professional and , usually , peer-reviewed journals , is robust and reliable , while fake or ersatz social science that proposes to show the opposite has been debunked many , many times .",gun control,NEU,10873,NEU,correct
train,Experts estimate forty more countries are capable of developing nuclear weapons as the nuclear club continues to expand .,nuclear energy,NEU,18981,NEU,correct
train,"1 But in the four decades since Roe , the U.S. Supreme Court has come to recognize the abortion right as an equality right as well as a liberty right .",abortion,PRO,2181,NEU,neutralized
dev,That is about the same 5 % fuel usage as claimed for the uranium cycle .,nuclear energy,NEU,21085,CON,polarized
dev,He noted that now medical abortions have to take place in surgical centers ( rather than at home ) and that many women who would have been able to access medical abortion before HB 2 will be delayed and have to have surgical abortions .,abortion,PRO,3549,NEU,neutralized
train,So we need to be honest about the consequences of raising a minimum wage too high .,minimum wage,CON,16581,PRO,flipped
train,Parents who are concerned about safety should tell their children to stay away from uniforms !,school uniforms,CON,24153,CON,correct
train,"That may seem like a negligible amount , but over the long run it can add up fast .",minimum wage,CON,18831,PRO,flipped
train,It ’s also clear that cannabis is much safer than booze .,marijuana legalization,PRO,14620,CON,flipped
dev,"But again the myth explodes as we observe students from all levels of society , from the simplest to the most elite , each with their own distinctive and charming dress .",school uniforms,NEU,23232,NEU,correct
train,I ca n't see a good scientific reason why I ca n't hold that this criteria is fulfilled at conception .,abortion,CON,3445,PRO,flipped
train,"From a mathematical and logical perspective , increasing the minimum wage does not lift anyone out of poverty because the prior minimum wage already paid more than the official poverty rate .",minimum wage,CON,17419,CON,correct
train,"Retrieved 1.24.08 : "" Nuclear power is not a clean energy source .",nuclear energy,CON,20577,CON,correct
train,One commonly cited objection to building an equality framework for abortion rights under the Court ’s existing equal protection jurisprudence is the Court ’s 1974 decision in Geduldig v. Aiello .,abortion,PRO,2203,NEU,neutralized
train,They allow us to give you the best browsing experience possible and mean we can understand how you use our site .,cloning,NEU,6057,PRO,polarized
